버스정류장ARS번호,승차총승객수,하차총승객수,승하차총승객수
4557,3699,1467,5166
4559,989,5110,6099
4560,8035,10749,18784
4562,1735,2364,4099
4563,4045,2156,6201
4564,151,609,760
4565,1753,557,2310
4566,266,2157,2423
4567,1656,3849,5505
4569,21967,179,22146
4570,1313,3172,4485
4572,24,831,855
4573,4098,6713,10811
4574,70583,36336,106919
4575,1248,385,1633
4577,1390,206,1596
4578,2546,18846,21392
4579,10477,3621,14098
4582,10,550,560
4583,611,2188,2799
4584,3853,4665,8518
4585,771,2418,3189
4586,163,1563,1726
4587,20,2335,2355
4588,503,1280,1783
4589,18923,8919,27842
4590,2257,6582,8839
4591,655,7294,7949
4593,1486,2524,4010
4594,15484,3654,19138
4595,9836,8693,18529
4596,1568,1049,2617
4597,1377,3181,4558
4598,6858,3733,10591
4599,296,2242,2538
4600,3644,3539,7183
4602,509,1818,2327
4603,3887,10011,13898
4615,1194,2047,3241
4648,2667,6578,9245
4651,549,849,1398
4658,1980,8631,10611
4659,1451,2145,3596
4667,163,6569,6732
4668,3518,1297,4815
4669,4115,8942,13057
4670,1880,2483,4363
4671,2324,2806,5130
4672,3473,5255,8728
4674,3799,16009,19808
4677,763,1449,2212
4679,9359,3082,12441
4680,42,493,535
4684,8,996,1004
4685,1177,2816,3993
4686,1197,2642,3839
4691,72,5202,5274
4696,2029,2512,4541
4697,4639,1842,6481
4698,1192,5541,6733
4699,1776,866,2642
4700,3038,805,3843
4701,1491,6051,7542
4702,2431,484,2915
4706,5837,1794,7631
4739,4321,2641,6962
4740,772,175,947
4741,170,8089,8259
4742,1411,2096,3507
4743,429,301,730
4744,812,932,1744
4745,105,614,719
4746,4538,2505,7043
4748,405,1600,2005
4749,3639,3279,6918
4750,2168,3548,5716
4751,2709,4607,7316
4753,10255,24358,34613
4754,24,59,83
4755,293,18,311
4756,879,57,936
4757,80,17,97
4758,42,3525,3567
4759,1511,9,1520
4760,5,461,466
4761,2853,4823,7676
4762,8460,34169,42629
4763,83,3212,3295
4764,11222,244,11466
4765,22955,2438,25393
4766,2611,427,3038
4767,54,4160,4214
4770,481,2483,2964
4771,537,2011,2548
4772,1243,2377,3620
4773,2062,2062,4124
4774,2820,894,3714
4775,668,398,1066
4776,746,1351,2097
4780,841,2723,3564
4800,198,1499,1697
4801,546,841,1387
4802,1157,895,2052
4803,583,830,1413
4804,657,1228,1885
4805,1653,1566,3219
4807,1475,87,1562
4808,734,294,1028
4809,893,899,1792
4811,2239,5820,8059
4812,6074,919,6993
4814,518,240,758
4815,706,522,1228
4816,138,982,1120
4817,997,1971,2968
4818,882,816,1698
4819,246,620,866
4820,195,516,711
4821,712,1311,2023
4822,2231,493,2724
4823,442,235,677
4824,57,247,304
4825,19,638,657
4826,12,1181,1193
4827,577,648,1225
4828,107,1350,1457
4829,192,660,852
4830,219,574,793
4831,247,1128,1375
4832,1700,2290,3990
4833,2221,2034,4255
4834,2129,1395,3524
4835,3844,419,4263
4836,6721,4846,11567
4837,789,9,798
4839,392,268,660
4840,24,1138,1162
4842,19,1219,1238
4843,137,1088,1225
4844,662,670,1332
4845,1684,4407,6091
4846,132,5643,5775
4847,6720,193,6913
4848,3809,4509,8318
4849,1199,1863,3062
4850,1083,1694,2777
4851,970,528,1498
4852,77,1150,1227
4854,278,1170,1448
4855,80,1318,1398
4856,215,597,812
4857,581,996,1577
4858,801,3557,4358
4859,1183,97,1280
4860,837,205,1042
4861,453,61,514
4862,4367,240,4607
4863,950,141,1091
4864,857,1403,2260
4865,670,259,929
4866,704,1431,2135
4867,1955,992,2947
4868,1910,856,2766
4871,339,694,1033
4872,33843,40843,74686
4873,287,438,725
4876,541,313,854
4877,398,1203,1601
4878,30,1895,1925
4879,47,1085,1132
4883,75,1394,1469
4884,2981,1040,4021
4885,641,969,1610
4886,25,932,957
4887,1472,1487,2959
4888,1331,1156,2487
4889,2645,109,2754
4890,963,98,1061
4891,91,1384,1475
4892,132,1290,1422
4893,99,812,911
4894,36,690,726
4895,87,2402,2489
4896,829,47,876
4897,8586,3974,12560
4898,387,550,937
4899,352,360,712
4904,307,2151,2458
4905,593,23,616
4906,640,5113,5753
4907,2355,1933,4288
4908,223,2330,2553
4909,615,7,622
4910,2403,3543,5946
4911,302,257,559
4912,596,488,1084
4913,232,121,353
4914,2126,361,2487
5001,49006,40213,89219
5002,35050,49638,84688
5003,39521,39432,78953
5004,54951,44843,99794
5005,29648,35778,65426
5006,55813,53379,109192
5007,78573,75253,153826
5008,17372,25527,42899
5009,8247,15252,23499
5010,12045,17426,29471
5011,39495,19077,58572
5012,19014,37090,56104
5101,5398,6838,12236
5102,3925,2695,6620
5103,3231,6751,9982
5104,11498,6932,18430
5105,2575,7506,10081
5106,3739,4721,8460
5107,3489,11896,15385
5108,6435,2869,9304
5109,7622,7405,15027
5111,12276,3870,16146
5112,11829,6658,18487
5113,5017,12122,17139
5114,4538,9523,14061
5115,1988,4543,6531
5116,16920,7700,24620
5117,4782,5904,10686
5118,32984,15078,48062
5119,1791,4779,6570
5120,5151,6275,11426
5121,8256,5314,13570
5122,6684,8177,14861
5123,6267,5255,11522
5124,19450,5156,24606
5125,3493,5997,9490
5126,11816,7583,19399
5127,5059,5814,10873
5128,16433,6492,22925
5129,13977,8340,22317
5130,4271,4316,8587
5131,10632,10495,21127
5132,3624,5989,9613
5133,5773,6071,11844
5134,20024,7435,27459
5135,4723,7741,12464
5136,5108,7837,12945
5137,5767,14757,20524
5138,17254,19310,36564
5139,20086,24628,44714
5140,20375,25177,45552
5141,23063,30372,53435
5142,10711,7410,18121
5143,4995,13363,18358
5144,4048,13029,17077
5145,40692,43687,84379
5146,24884,11745,36629
5147,7331,6211,13542
5148,57706,36991,94697
5149,27579,17082,44661
5150,7315,12734,20049
5151,19963,14527,34490
5152,12791,30034,42825
5153,17154,25147,42301
5154,21975,18536,40511
5155,12035,6268,18303
5157,11743,5755,17498
5158,2455,9200,11655
5162,39596,25423,65019
5163,1376,8164,9540
5164,8817,9610,18427
5165,13047,9013,22060
5166,11597,2240,13837
5167,1322,9151,10473
5168,1361,9438,10799
5169,19186,2485,21671
5170,5964,6455,12419
5175,31704,54056,85760
5176,17039,7087,24126
5177,5637,12041,17678
5178,8233,7585,15818
5179,5825,9363,15188
5180,11661,30708,42369
5181,52,577,629
5182,236,61,297
5183,13716,21084,34800
5185,19572,33497,53069
5187,13956,25040,38996
5188,37876,27755,65631
5189,25728,4187,29915
5190,32310,14218,46528
5191,42226,15886,58112
5192,12550,22005,34555
5193,29541,11478,41019
5194,22981,34435,57416
5199,10857,17683,28540
5200,11824,10381,22205
5201,5597,8164,13761
5202,5017,1436,6453
5203,15275,17641,32916
5204,53290,35680,88970
5205,43989,24918,68907
5209,38,16435,16473
5210,4255,11692,15947
5211,14545,4352,18897
5212,10951,6108,17059
5213,5457,13105,18562
5214,5257,12154,17411
5215,14393,12395,26788
5216,17646,20891,38537
5217,21939,38235,60174
5218,52424,55689,108113
5219,6992,8286,15278
5220,29373,54155,83528
5221,11806,7673,19479
5222,8065,1065,9130
5223,773,6710,7483
5224,13200,10489,23689
5225,14116,15074,29190
5226,24133,16539,40672
5227,25541,32128,57669
5228,10833,29406,40239
5229,15017,56034,71051
5230,35187,9232,44419
5231,25983,10296,36279
5232,120518,46450,166968
5233,2757,7780,10537
5234,25441,35384,60825
5235,11263,14060,25323
5236,11939,9945,21884
5237,1671,3689,5360
5238,6657,3523,10180
5239,5590,11170,16760
5240,2370,6831,9201
5241,5804,3052,8856
5242,3206,5235,8441
5243,17042,9119,26161
5244,6568,8621,15189
5245,10268,10926,21194
5246,10501,9685,20186
5247,16916,10858,27774
5248,8376,10778,19154
5249,22147,16776,38923
5250,23898,27073,50971
5251,12060,14908,26968
5252,14556,13435,27991
5253,38227,46116,84343
5254,5222,2864,8086
5255,1266,2617,3883
5258,25741,19053,44794
5260,11475,20771,32246
5261,10452,112,10564
5262,2803,863,3666
5263,14121,10335,24456
5265,3392,4411,7803
5267,20822,22439,43261
5268,220,128,348
5269,247,121,368
5270,295,390,685
5271,30,9,39
5272,4517,10000,14517
5273,12720,8935,21655
5298,3383,2822,6205
5299,4522,548,5070
5499,1578,21829,23407
5500,867,6,873
5501,3,1013,1016
5503,1691,711,2402
5504,9769,4769,14538
5505,1451,149,1600
5506,41,1010,1051
5508,3924,7,3931
5509,526,13,539
5510,7,1311,1318
5511,1429,3413,4842
5512,3134,188,3322
5513,2531,17,2548
5514,2611,526,3137
5515,950,5,955
5517,6219,1037,7256
5518,1558,44,1602
5519,1468,2878,4346
5522,3932,562,4494
5523,646,346,992
5527,4733,965,5698
5528,4886,1362,6248
5531,4741,1720,6461
5533,3903,1728,5631
5535,5453,656,6109
5536,9543,2616,12159
5537,523,3141,3664
5539,2173,4063,6236
5540,3380,1969,5349
5541,5999,1574,7573
5542,8967,3380,12347
5543,5338,12829,18167
5544,2200,3616,5816
5545,2960,1174,4134
5549,4786,2303,7089
5550,6678,2389,9067
5551,3676,9562,13238
5553,4886,2101,6987
5554,2232,2859,5091
5555,1022,2090,3112
5556,890,1754,2644
5558,7949,2446,10395
5559,589,1208,1797
5560,868,1480,2348
5561,181,1869,2050
5562,6343,7887,14230
5563,6628,3762,10390
5564,44,1589,1633
5565,1189,3059,4248
5566,235,6737,6972
5569,9,1377,1386
5571,153,3159,3312
5572,4060,2961,7021
5574,34,2903,2937
5576,2045,2288,4333
5578,863,4207,5070
5579,2868,9464,12332
5580,2942,44926,47868
5581,149,2780,2929
5582,30596,30056,60652
5584,123,692,815
5585,6210,867,7077
5587,2222,3159,5381
5588,1963,2962,4925
5589,2105,3001,5106
5591,1256,48,1304
5594,38045,2861,40906
5595,1681,162,1843
5596,9908,5811,15719
5597,4059,587,4646
5599,10484,10318,20802
5600,546,796,1342
5668,9816,5063,14879
5670,949,643,1592
5671,376,843,1219
5672,1407,4549,5956
5677,5345,3489,8834
5679,4874,1318,6192
5680,4142,3397,7539
5687,4011,11299,15310
5690,1244,4224,5468
5709,1392,4066,5458
5710,2319,841,3160
5713,914,4796,5710
5714,691,2088,2779
5716,1598,5136,6734
5717,1658,6830,8488
5718,1482,7932,9414
5720,2375,7690,10065
5721,11482,2242,13724
5723,1940,4481,6421
5724,1150,698,1848
5726,117,4576,4693
5727,764,2444,3208
5728,1231,2664,3895
5731,538,3076,3614
5732,667,3217,3884
5733,25,7544,7569
5735,1766,3347,5113
5737,326,3105,3431
5739,52,4730,4782
5740,62,1967,2029
5741,250,3183,3433
5742,5,1265,1270
5744,438,2997,3435
5752,2948,7351,10299
5755,5555,1006,6561
5757,2235,1062,3297
5990,934,679,1613
5991,1984,7926,9910
5992,98,1210,1308
5993,268,1078,1346
5994,159,424,583
5999,24019,28891,52910
6001,49449,28494,77943
6002,43139,32981,76120
6003,55848,62711,118559
6004,12728,17816,30544
6005,17969,22867,40836
6006,21421,31284,52705
6007,22767,33666,56433
6008,23214,55332,78546
6009,45464,59927,105391
6010,51019,40097,91116
6011,52680,57558,110238
6012,68614,52866,121480
6013,20350,27872,48222
6014,48627,53692,102319
6015,146957,200396,347353
6016,42562,30788,73350
6017,27495,16160,43655
6018,94419,38221,132640
6019,185325,83755,269080
6020,43542,47211,90753
6021,32120,74750,106870
6022,101488,92521,194009
6023,79982,89727,169709
6024,75666,64732,140398
6025,41181,50181,91362
6026,32540,39819,72359
6027,54074,46673,100747
6028,24714,49088,73802
6101,22791,25349,48140
6102,24578,18542,43120
6103,2862,7241,10103
6104,6014,2923,8937
6106,9942,5127,15069
6107,63490,33211,96701
6112,1265,2209,3474
6113,8662,20588,29250
6114,81428,61821,143249
6115,167,1278,1445
6117,27187,38261,65448
6118,3219,17533,20752
6121,9139,4242,13381
6122,30436,33191,63627
6123,48329,35738,84067
6124,18901,26297,45198
6125,14419,27225,41644
6126,62224,32652,94876
6127,34018,47196,81214
6128,11408,10105,21513
6129,6428,15320,21748
6130,21702,7049,28751
6131,9515,22549,32064
6132,14074,5073,19147
6133,4971,11493,16464
6134,15580,8808,24388
6135,4599,10128,14727
6136,11516,17788,29304
6137,3678,3760,7438
6138,1405,2440,3845
6140,7311,16436,23747
6141,11922,7070,18992
6142,31032,41925,72957
6143,37799,20831,58630
6144,24197,25567,49764
6145,14479,10410,24889
6146,11176,11359,22535
6147,14264,10772,25036
6148,14159,15237,29396
6149,11583,13954,25537
6150,30323,13457,43780
6151,13565,17749,31314
6152,18549,26746,45295
6153,22430,14783,37213
6154,9788,15794,25582
6155,38553,33018,71571
6156,13807,15828,29635
6157,5466,20800,26266
6158,34316,64906,99222
6159,11937,10566,22503
6160,16483,12707,29190
6161,9751,13342,23093
6162,24631,18662,43293
6163,41765,17240,59005
6164,17722,20056,37778
6165,22781,44270,67051
6166,26464,23232,49696
6167,36263,20139,56402
6168,14062,22580,36642
6169,44150,37355,81505
6170,12440,17722,30162
6171,34646,31028,65674
6172,14853,18784,33637
6173,42099,36822,78921
6174,33872,39235,73107
6175,61792,44883,106675
6176,18040,17820,35860
6177,25064,27572,52636
6178,12704,17421,30125
6179,9112,10266,19378
6180,6987,6223,13210
6181,4032,11126,15158
6182,22556,20549,43105
6183,16345,13881,30226
6184,19720,12895,32615
6185,18607,18830,37437
6186,25908,24356,50264
6187,38374,38828,77202
6188,42091,36977,79068
6189,35751,45847,81598
6190,40574,25402,65976
6191,23487,35860,59347
6192,25439,25265,50704
6193,23109,15902,39011
6194,25356,25669,51025
6195,32602,24748,57350
6196,15313,11992,27305
6197,17941,12486,30427
6198,20033,12277,32310
6199,8998,14626,23624
6200,50446,20911,71357
6201,6985,27026,34011
6202,17176,10510,27686
6203,18496,22003,40499
6204,11321,8267,19588
6205,11774,19577,31351
6206,21035,13080,34115
6207,18239,19417,37656
6208,7825,12340,20165
6209,19476,20466,39942
6210,33791,14567,48358
6211,14112,29095,43207
6212,35683,30623,66306
6213,42086,31654,73740
6214,15656,24850,40506
6215,21213,12214,33427
6216,3522,46840,50362
6217,7948,5226,13174
6218,14812,10851,25663
6219,8152,15311,23463
6220,15298,10655,25953
6221,8423,11073,19496
6222,2924,5492,8416
6223,10327,5308,15635
6224,4229,5807,10036
6225,19484,16182,35666
6226,8485,9548,18033
6227,5082,9951,15033
6228,4672,8677,13349
6229,4130,12656,16786
6230,4810,13922,18732
6231,13067,7062,20129
6232,10853,20082,30935
6233,12528,5992,18520
6234,19740,10621,30361
6235,47994,30247,78241
6236,26085,23697,49782
6237,13582,8875,22457
6238,6135,13091,19226
6239,17345,12394,29739
6240,15269,16052,31321
6241,12747,13640,26387
6242,22671,18824,41495
6243,5567,24445,30012
6244,41837,15248,57085
6245,5851,21689,27540
6246,51727,13739,65466
6247,6346,25801,32147
6248,15511,39701,55212
6249,9073,16285,25358
6250,4941,5807,10748
6251,34921,107600,142521
6252,102822,20298,123120
6253,34054,31578,65632
6254,7528,13067,20595
6255,12183,6457,18640
6256,3708,16234,19942
6257,15242,4387,19629
6258,4057,1296,5353
6259,4921,1880,6801
6260,1553,1523,3076
6261,1574,2548,4122
6262,9349,3312,12661
6263,6055,4011,10066
6264,4774,8576,13350
6265,11963,4318,16281
6266,3307,2220,5527
6267,3388,5674,9062
6268,1160,982,2142
6269,60438,51114,111552
6270,39420,33291,72711
6271,28932,22240,51172
6272,15601,23639,39240
6273,18126,7588,25714
6274,6056,3797,9853
6275,4786,14136,18922
6276,5372,8081,13453
6277,9922,9207,19129
6278,5467,1510,6977
6279,1872,2461,4333
6280,10316,2190,12506
6281,3402,9854,13256
6282,2380,5442,7822
6283,4397,8523,12920
6284,9594,4226,13820
6285,10988,12525,23513
6286,1724,4910,6634
6287,1594,544,2138
6288,706,2262,2968
6289,378,4372,4750
6290,2218,1646,3864
6291,2995,5256,8251
6293,11077,3926,15003
6294,4780,11570,16350
6295,4135,6412,10547
6297,6216,695,6911
6298,20616,19898,40514
6299,2536,3072,5608
6300,2714,4896,7610
6301,5883,4374,10257
6302,3780,4856,8636
6303,1548,2701,4249
6304,23974,20538,44512
6308,10123,2795,12918
6309,9969,6423,16392
6310,19902,11023,30925
6311,1979,3724,5703
6313,2260,4237,6497
6314,1755,2724,4479
6315,4082,25605,29687
6316,2690,8367,11057
6318,8333,5826,14159
6320,19558,18633,38191
6321,13506,23319,36825
6322,9977,18882,28859
6324,14734,1253,15987
6330,1208,6778,7986
6335,1745,1337,3082
6349,4258,15622,19880
6351,237,12,249
6356,14279,30266,44545
6357,2062,2640,4702
6358,7762,1281,9043
6359,28,4014,4042
6416,8107,3128,11235
6417,12318,10043,22361
6418,31774,31492,63266
6419,1295,250,1545
6422,6983,8639,15622
6423,3924,6021,9945
6424,2553,2668,5221
6426,111297,65732,177029
6500,9894,163,10057
6501,2620,3755,6375
6502,161430,109350,270780
6503,2248,105,2353
6504,1624,197,1821
6505,605,1722,2327
6506,455,9370,9825
6507,7787,7139,14926
6509,206,3683,3889
6510,79584,82063,161647
6511,1602,1352,2954
6513,144,2406,2550
6515,2572,1893,4465
6517,505,8261,8766
6519,464,609,1073
6521,1381,7901,9282
6523,2245,1788,4033
6524,10728,286,11014
6526,1645,2638,4283
6528,8077,10694,18771
6530,1287,1290,2577
6533,750,1178,1928
6535,35,336,371
6537,1133,2588,3721
6539,13731,6260,19991
6543,147,1285,1432
6546,23309,22492,45801
6556,7215,2543,9758
6557,26860,5007,31867
6560,2592,834,3426
6564,318,372,690
6567,1179,596,1775
6570,159,1606,1765
6572,772,2306,3078
6575,2085,932,3017
6576,1354,630,1984
6577,699,872,1571
6578,4388,1847,6235
6579,937,1381,2318
6580,1049,1147,2196
6581,2897,2364,5261
6582,1554,1685,3239
6583,455,1904,2359
6584,176,1236,1412
6585,26,2532,2558
6586,34,7150,7184
6587,19,2782,2801
6588,86,660,746
6591,18577,11064,29641
6594,202,29630,29832
6595,2278,1227,3505
6774,9592,11999,21591
6775,40381,20002,60383
6776,33751,21238,54989
6779,18703,16383,35086
6780,2010,7257,9267
6781,1902,961,2863
6999,758,1032,1790
7001,56699,41405,98104
7002,36019,72545,108564
7003,66640,70151,136791
7004,42585,60289,102874
7005,59420,87015,146435
7006,93435,64454,157889
7007,60089,26281,86370
7008,32230,46475,78705
7009,35976,24260,60236
7010,29357,46861,76218
7011,37335,7981,45316
7012,7823,27760,35583
7013,61,53,114
7014,2771,8438,11209
7015,107,78,185
7016,82,28,110
7017,22,129,151
7018,50,33,83
7020,67,124,191
7021,352,182,534
7043,11,1130,1141
7045,979,12,991
7054,0,41,41
7055,0,78,78
7057,1,210,211
7058,159,0,159
7060,31,1,32
7101,11666,8417,20083
7102,8076,7282,15358
7103,10553,5701,16254
7104,7179,10272,17451
7105,20754,17962,38716
7106,14645,22265,36910
7107,32261,30897,63158
7108,30778,28268,59046
7109,32838,21587,54425
7110,22571,35683,58254
7111,18110,17624,35734
7112,14196,15675,29871
7113,9108,11463,20571
7114,8482,9593,18075
7115,9668,10854,20522
7116,8958,7588,16546
7117,15578,10779,26357
7118,10319,13293,23612
7119,2859,3896,6755
7120,1968,7012,8980
7121,23924,22539,46463
7122,11757,9085,20842
7123,12984,17982,30966
7124,8863,6577,15440
7125,5297,5521,10818
7128,2976,10001,12977
7129,20419,27794,48213
7130,6583,6075,12658
7131,26343,25607,51950
7132,5127,1134,6261
7133,2457,653,3110
7134,3707,16677,20384
7135,13853,7161,21014
7136,479,1111,1590
7137,7872,2396,10268
7138,389,1149,1538
7140,6783,1998,8781
7141,1521,5083,6604
7142,223,519,742
7143,24466,9465,33931
7144,5561,13570,19131
7145,14279,9078,23357
7146,2326,10249,12575
7147,7498,2369,9867
7148,6755,7025,13780
7149,16419,13689,30108
7150,6321,7298,13619
7151,6892,5288,12180
7152,2860,3327,6187
7153,6387,5891,12278
7154,6816,10617,17433
7155,4156,10538,14694
7156,3630,9627,13257
7157,15486,12944,28430
7158,642,6984,7626
7159,7489,5727,13216
7160,2603,8350,10953
7161,10106,1841,11947
7162,1617,10537,12154
7163,5807,1736,7543
7164,8192,12232,20424
7165,15959,6069,22028
7166,67955,27013,94968
7167,29304,66259,95563
7168,11749,13054,24803
7169,6492,22679,29171
7170,25757,30770,56527
7171,50873,19025,69898
7172,18799,14280,33079
7173,12943,16349,29292
7174,23021,11777,34798
7175,13260,18157,31417
7176,36432,13459,49891
7177,7244,21951,29195
7178,17382,10971,28353
7179,24295,21790,46085
7180,11181,13629,24810
7181,16358,10133,26491
7182,7785,13706,21491
7183,18207,7641,25848
7184,5985,11121,17106
7185,5729,10104,15833
7186,13217,4204,17421
7187,9756,3274,13030
7188,2808,7244,10052
7189,15520,18352,33872
7190,19744,13679,33423
7191,21050,20907,41957
7192,16133,19096,35229
7193,5053,20908,25961
7194,29677,6117,35794
7195,33466,35203,68669
7196,8970,19249,28219
7197,6073,15708,21781
7198,23817,9422,33239
7199,10608,16178,26786
7200,13268,8783,22051
7201,3841,8133,11974
7203,8961,6627,15588
7204,3455,7453,10908
7205,5502,5577,11079
7206,3700,9271,12971
7207,4488,11850,16338
7208,15679,11315,26994
7209,9085,13828,22913
7210,5873,10723,16596
7211,6653,5001,11654
7212,19050,13163,32213
7213,21619,25147,46766
7214,36601,15741,52342
7215,14474,26795,41269
7216,4968,3751,8719
7217,2918,3800,6718
7218,10065,3844,13909
7219,2585,4339,6924
7220,1273,5116,6389
7221,6525,3340,9865
7222,14133,15433,29566
7223,18258,6463,24721
7224,17178,10521,27699
7225,16428,15461,31889
7226,4030,16122,20152
7227,15790,3684,19474
7228,53610,25047,78657
7229,10877,43948,54825
7230,8432,17080,25512
7231,13344,22541,35885
7232,2767,20438,23205
7233,27821,2459,30280
7234,1082,1816,2898
7235,833,1444,2277
7236,1648,1324,2972
7237,1469,1206,2675
7238,776,1432,2208
7239,1213,1262,2475
7240,4722,4494,9216
7241,7321,2934,10255
7242,14560,14393,28953
7243,21346,18264,39610
7244,11673,12238,23911
7245,12587,39225,51812
7246,76462,14749,91211
7247,24321,40286,64607
7248,3109,38339,41448
7249,39009,5385,44394
7250,3482,7404,10886
7251,12702,4200,16902
7252,10966,29534,40500
7253,53026,16632,69658
7254,63318,38255,101573
7255,6346,49281,55627
7256,18924,6261,25185
7257,5575,17002,22577
7258,6912,7578,14490
7259,8787,5231,14018
7260,3488,9499,12987
7261,15141,5336,20477
7262,7885,19698,27583
7263,11832,5176,17008
7264,4831,11338,16169
7265,14933,6499,21432
7266,4307,22880,27187
7267,51987,26095,78082
7268,21278,52014,73292
7269,20957,5991,26948
7270,5459,16541,22000
7271,31428,13456,44884
7272,15590,36893,52483
7273,52128,26903,79031
7274,17345,33540,50885
7275,15182,22575,37757
7276,17167,30179,47346
7277,23458,11214,34672
7278,24389,11871,36260
7279,26872,13109,39981
7280,18811,20577,39388
7281,13684,2768,16452
7282,3449,22980,26429
7283,28,31,59
7284,223,851,1074
7285,283,40,323
7286,11304,3282,14586
7287,18,515,533
7288,6814,3252,10066
7289,2666,7569,10235
7290,10387,2606,12993
7291,2932,11806,14738
7292,8818,5840,14658
7293,3844,5232,9076
7294,17174,17462,34636
7295,5645,4003,9648
7296,8138,50861,58999
7297,78254,9908,88162
7298,2091,3759,5850
7299,1742,191,1933
7300,578,2522,3100
7301,891,574,1465
7302,1332,14691,16023
7303,29207,3829,33036
7304,29544,6035,35579
7305,6204,20707,26911
7306,5274,20626,25900
7307,15030,6123,21153
7308,9579,31080,40659
7309,43417,9754,53171
7310,6362,10175,16537
7311,9540,6890,16430
7312,4939,8345,13284
7313,8636,6505,15141
7314,3487,6271,9758
7315,11057,5357,16414
7316,3821,3723,7544
7317,1421,2574,3995
7318,4914,2610,7524
7319,4297,4383,8680
7320,3266,2139,5405
7321,2437,5356,7793
7324,784,1913,2697
7325,3053,11801,14854
7327,16644,3952,20596
7328,3435,6483,9918
7329,8916,4994,13910
7330,4436,7598,12034
7331,14693,8831,23524
7332,7641,8238,15879
7333,5198,7407,12605
7334,12224,5155,17379
7335,224,3097,3321
7336,1033,718,1751
7337,545,17285,17830
7346,1540,1116,2656
7347,1482,10958,12440
7348,1598,455,2053
7349,654,1534,2188
7350,682,1264,1946
7351,1411,853,2264
7352,629,2805,3434
7353,1182,995,2177
7354,2475,4944,7419
7355,6343,2519,8862
7356,578,3404,3982
7357,716,212,928
7358,143,1175,1318
7359,1716,634,2350
7360,355,1469,1824
7361,4019,549,4568
7362,548,2582,3130
7363,2413,930,3343
7364,391,1753,2144
7365,6875,1597,8472
7366,2049,941,2990
7367,2947,7747,10694
7369,1436,3047,4483
7370,3287,1017,4304
7371,175,4231,4406
7372,3067,672,3739
7373,2193,3190,5383
7375,2680,4896,7576
7376,4203,707,4910
7377,357,735,1092
7378,1531,1740,3271
7379,1495,1119,2614
7380,1866,1481,3347
7381,1619,1091,2710
7382,1460,1825,3285
7383,2037,1565,3602
7384,1518,2020,3538
7385,1625,1187,2812
7386,1435,2492,3927
7387,1397,1181,2578
7388,1019,1315,2334
7389,1684,1454,3138
7390,1481,1789,3270
7391,2173,1380,3553
7392,1987,2008,3995
7393,657,825,1482
7394,629,1327,1956
7395,989,3114,4103
7396,2199,1401,3600
7397,1059,1929,2988
7398,705,1499,2204
7399,1424,2339,3763
7401,621,1289,1910
7402,1039,298,1337
7403,727,643,1370
7404,850,739,1589
7405,988,312,1300
7406,719,1312,2031
7407,415,786,1201
7408,5356,9455,14811
